JaccardIndex	Class
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.4	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
1.0	RepoJC
0.2222222222222222	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.3333333333333333	RepoJC
1.0	RepoJC
0.6666666666666666	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
1.0	RepoJC
0.3333333333333333	RepoJC
1.0	RepoJC
0.5555555555555556	RepoJC
1.0	RepoJC
0.5	RepoJC
0.375	RepoJC
0.5	RepoJC
0.6	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.4444444444444444	RepoJC
0.5	RepoJC
0.6	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.375	RepoJC
0.6666666666666666	RepoJC
0.4	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
1.0	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.4	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
1.0	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.5	RepoJC
0.2857142857142857	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.6666666666666666	RepoJC
0.25	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
1.0	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
1.0	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.25	RepoJC
0.5	RepoJC
1.0	RepoJC
1.0	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.4	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.5	RepoJC
0.2857142857142857	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.6666666666666666	RepoJC
1.0	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.5833333333333334	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.6666666666666666	RepoJC
0.5	RepoJC
0.5	RepoJC
0.3076923076923077	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.5	RepoJC
0.42857142857142855	RepoJC
0.6666666666666666	RepoJC
0.6666666666666666	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.3333333333333333	RepoJC
0.5	RepoJC
0.5	RepoJC
0.5	RepoJC
1.0	RepoJC
0.6	RepoJC
0.5	RepoJC
0.5	RepoJC
0.6666666666666666	RepoJC
1.0	RepoJC
0.3333333333333333	RepoJC
0.3333333333333333	RepoJC
